SchemaVersion,ServerName,InstanceName,SqlVersion,ProductVersion,Edition,ServicePack,CumulativeUpdate,OsPlatform,OsVersion,LogicalCores,Sockets,CoresPerSocket,PhysicalMemoryGB,MaxServerMemoryGB,AvgCpuPct,PeakCpuPct,UptimeHours,IsFailoverCluster,IsAlwaysOnEnabled,AvailabilityGroupCount,AgentJobCount,LinkedServerCount,HasDatabaseMail,AgentProxyCount,CredentialCount,HasSsisCatalog,HasSsrs,IsReplicationDistributor,LoginCount,TempDbSizeGB,InstanceCollation,DatabaseName,DatabaseState,RecoveryModel,CompatibilityLevel,DbCollation,DatabaseCreateDate,IsReadOnly,IsTdeEncrypted,IsAutoClose,IsAutoShrink,ContainmentType,IsQueryStoreOn,DataSizeGB,LogSizeGB,TotalSizeGB,ReadIops,WriteIops,ThroughputMBps,TableCount,ProcedureCount,HasFileStream,HasFileTable,HasMemoryOptimized,HasClrAssembly,HasFullTextCatalog,HasColumnStoreIndex,HasPartitioning,HasTemporalTable,HasExternalTable,HasCrossDbDependency,HasLinkedSvrDependency,HasServiceBroker,HasChangeDataCapture,HasChangeTracking,IsPublished,IsSubscribed,IsMergePublished,IsInAvailabilityGroup,Environment,LicenseModel,HasSoftwareAssurance,Application,BusinessOwner,RtoHours,RpoMinutes,IsVirtualised,Notes,CollectedAtUtc 0 
"1.0","DESKTOP-96UGEVR","LOCALDB#0F3FC493","SQL Server 2019","15.0.4382.1","Express Edition (64-bit)","RTM","CU27","Windows","10.0","8","1","8","31.82",,"0","0","0.07","0","0","0","0","0","0","0","0","0","0","0","2","0.02","SQL_Latin1_General_CP1_CI_AS","EstateTest1","ONLINE","SIMPLE","150","SQL_Latin1_General_CP1_CI_AS","2026-09-11T13:25:33.140","0","0","1","0","0","0","0.01","0.01","0.02",,,,"1","2","0","0","0","0","0","1","0","0","0","1","0","1","0","1","0","0","0",,,,,,,,,,,"2026-09-11T13:29:22.630" 1 EstateTest1
"1.0","DESKTOP-96UGEVR","LOCALDB#0F3FC493","SQL Server 2019","15.0.4382.1","Express Edition (64-bit)","RTM","CU27","Windows","10.0","8","1","8","31.82",,"0","0","0.07","0","0","0","0","0","0","0","0","0","0","0","2","0.02","SQL_Latin1_General_CP1_CI_AS","EstateTest2","ONLINE","SIMPLE","150","SQL_Latin1_General_CP1_CI_AS","2026-09-11T13:25:33.347","0","0","1","0","0","0","0.01","0.01","0.02",,,,"1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",,,,,,,,,,,"2026-09-11T13:29:22.630" 1 EstateTest2

